21_JUMP_STREET.srt 	21_JUMP_STREET_DVS26 	00:03:12,00 --> 00:03:18,50 	he gives the trashcan a kick then grabs his aching leg.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS807 	01:25:59,00 --> 01:26:04,50 	passing someone, someone pauses and gives him a kiss.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS849 	01:30:19,00 --> 01:30:24,50 	the new tooth fairy gives a sad smile.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS862 	01:31:41,00 --> 01:31:49,50 	in a white shirt and black vest, someone comes out with his new guitar and gives a shy wave.
TRUE_GRIT.srt 	TRUE_GRIT_DVS539 	01:37:21,00 --> 01:37:26,50 	sets in and soon gives way to night.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS265 	00:25:29,00 --> 00:25:35,50 	her neighbor strokes someone and gives a friendly smile.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS293 	00:29:38,00 --> 00:29:43,50 	he gives someone a proud grin and raises his brow.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS351 	00:41:38,00 --> 00:41:44,50 	someone points and beams at someone, who gives her a thumbs-up.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS358 	00:42:13,00 --> 00:42:20,50 	with a mouthful of popcorn and a semi-nod, someone gives a sneering grin.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS380 	00:45:21,00 --> 00:45:26,50 	he steps out with a grin and she gives him a big hug.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS444 	00:54:01,00 --> 00:54:08,50 	someone gives a wide grin.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS540 	01:12:27,00 --> 01:12:34,50 	someone gives someone a sultry look as they embrace.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS547 	01:13:09,00 --> 01:13:15,50 	she gives him a sidelong glance as she slides her shoes back on.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS584 	01:17:49,00 --> 01:17:53,50 	she gives him a pleading look.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS587 	01:18:23,00 --> 01:18:28,50 	she gives a bitter smile.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS28 	00:04:18,00 --> 00:04:22,50 	she gives a sultry look.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS134 	00:24:09,00 --> 00:24:14,50 	someone shifts her jaw and gives a nod.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS142 	00:24:54,00 --> 00:25:03,50 	her brown eyes find us and she gives a pretty smile.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS166 	00:29:06,00 --> 00:29:11,50 	someone gives someone an embarrassed look.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS202 	00:34:08,00 --> 00:34:15,50 	including a photo of him giving a lion a ride in a vintage race car.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS273 	00:44:04,00 --> 00:44:09,50 	someone gives an understanding nod.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS332 	00:54:06,00 --> 00:54:12,50 	someone pauses just long enough to give a derisive sneer.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS342 	00:55:53,00 --> 00:55:57,50 	someone gives a pitying frown.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS375 	00:59:59,00 --> 01:00:04,50 	someone gives an unhappy look.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS390 	01:01:58,00 --> 01:02:03,50 	someone gives him a mildly intrigued look.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS395 	01:02:55,00 --> 01:03:01,50 	someone meets her friendly gaze and gives a thoughtful look.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS411 	01:04:30,00 --> 01:04:38,50 	his jaw drops as he examines some pie charts, and he gives someone an amazed look.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS454 	01:10:53,00 --> 01:11:04,50 	seeing no one, he gives a disappointed look.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS530 	01:20:59,00 --> 01:21:11,50 	she studies his distant ponderous expression, glances away for a moment, then 	gives him a warm smile.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS536 	01:22:34,00 --> 01:22:39,50 	someone gives an understanding nod.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS542 	01:23:31,00 --> 01:23:36,50 	someone gives a stoic shrug.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS575 	01:28:24,00 --> 01:28:30,50 	someone gives his son a loving sidelong stare.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS576 	01:28:51,00 --> 01:28:58,50 	someone gives a receptive nod and someone returns his gaze to spar.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS588 	01:29:58,00 --> 01:30:04,50 	he approaches someone and gives a resigned nod.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS591 	01:30:20,00 --> 01:30:27,50 	as they near a bend in the path, someone's father gives him a playful shove.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS617 	01:32:15,00 --> 01:32:24,50 	a younger someone giving a thumbs-up on the beach.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS624 	01:32:40,00 --> 01:32:46,50 	a tear escapes someone's eye and he gives a brief smile.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS670 	01:38:22,00 --> 01:38:32,50 	the zoo owner gives a bewildered shake of his head.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS766 	01:48:47,00 --> 01:48:55,50 	someone gives a satisfied smirk and dashes from the window.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS778 	01:50:54,00 --> 01:51:04,50 	as someone stares with astonished eyes, the zoo's patrons give excited looks.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS787 	01:51:49,00 --> 01:52:03,50 	later in the bustling zoo, a staffer hands out brochures, an old woman gives away balloons, and someone distributes 	packaged kites.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS787 	01:51:49,00 --> 01:52:03,50 	in front of the tiger enclosure, someone gives a talk.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS788 	01:52:10,00 --> 01:52:15,50 	someone gives a talk to guests.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS793 	01:52:39,00 --> 01:52:44,50 	she gives an impressed smile.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS804 	01:53:41,00 --> 01:53:45,50 	he gives a tender look.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS836 	01:57:38,00 --> 01:57:42,50 	he gives a nod.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS120 	00:12:54,00 --> 00:12:59,50 	someone's mother gives an embarrassed smirk and shrug of the head.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS232 	00:29:58,00 --> 00:30:03,50 	someone gives someone a sidelong look.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS245 	00:33:15,00 --> 00:33:20,50 	someone gives a delighted grin.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS305 	00:41:57,00 --> 00:42:03,50 	simon gives an awkward nod and someone crosses to her drink at the bar.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS308 	00:42:49,00 --> 00:42:55,50 	simon furrows his brow at her and she gives a little shrug.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS434 	01:01:35,00 --> 01:01:39,50 	someone gives it a try, but misses.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS437 	01:01:43,00 --> 01:01:48,50 	someone gives her backward shot a try.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS487 	01:08:12,00 --> 01:08:21,50 	she fills her purse with various items including one of two cell phones, then returns to the bed and gives someone a kiss goodbye.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS531 	01:14:06,00 --> 01:14:11,50 	she checks her profile and gives a dissatisfied someone.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS648 	01:29:51,00 --> 01:29:57,50 	who raises his glass and gives a gentle encouraging nod.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS748 	01:40:08,00 --> 01:40:13,50 	someone leans in and gives her a kiss.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS108 	00:07:10,00 --> 00:07:15,50 	someone's mother gives a gentle nod.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS250 	00:19:09,00 --> 00:19:15,50 	her brow lifts and she gives an astonished smile.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS351 	00:28:11,00 --> 00:28:15,50 	someone gives a smirk.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS428 	00:37:45,00 --> 00:37:51,50 	he gives a little shrug of the head, then kicks off his shoes.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS517 	00:47:39,00 --> 00:47:44,50 	the pretty teen gives him a haughty look.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS549 	00:51:29,00 --> 00:51:33,50 	she gives someone a nod.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS569 	00:53:51,00 --> 00:53:58,50 	he gives the recruits a dry look.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS603 	00:56:22,00 --> 00:56:27,50 	the violated russian soldier gives a puzzled look.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS660 	01:00:25,00 --> 01:00:31,50 	a burst of fire gives way to a mushroom cloud.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS664 	01:01:01,00 --> 01:01:05,50 	someone gives a troubled look.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS815 	01:13:33,00 --> 01:13:41,50 	a bald man whispers with two colleagues on either side of him, then gives a nod.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS849 	01:17:37,00 --> 01:17:44,50 	she waves and he gives her a half-hearted smile as he returns the gesture.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS867 	01:19:26,00 --> 01:19:31,50 	someone gives someone a disapproving look.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS919 	01:24:41,00 --> 01:24:45,50 	he gives her a puzzled look.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS925 	01:25:28,00 --> 01:25:34,50 	changing back into the blonde teen, someone gives someone a heartbroken look.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS941 	01:27:31,00 --> 01:27:35,50 	someone gives a cool look.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1094 	01:38:50,00 --> 01:38:56,50 	trapdoors swing open, giving the mutants a view of the passing sea below.
ZOMBIELAND.srt 	ZOMBIELAND_DVS237 	00:25:39,00 --> 00:25:47,50 	stepping forward, someone lays her hand on the weapon and gives someone a pleading look.
ZOMBIELAND.srt 	ZOMBIELAND_DVS278 	00:30:54,00 --> 00:31:04,50 	a flashback shows him serving a terrier mutt pancakes, giving him a bath, and swaying as he cradles the dog in his arms.
ZOMBIELAND.srt 	ZOMBIELAND_DVS300 	00:33:47,00 --> 00:33:54,50 	aiming at him, someone gives a mocking wince.
ZOMBIELAND.srt 	ZOMBIELAND_DVS311 	00:35:11,00 --> 00:35:17,50 	behind the wheel, someone gives a disarming smile.
ZOMBIELAND.srt 	ZOMBIELAND_DVS331 	00:38:00,00 --> 00:38:04,50 	little someone gives a wounded look.
ZOMBIELAND.srt 	ZOMBIELAND_DVS474 	00:55:27,00 --> 00:55:32,50 	now they give a four gun salute.
ZOOKEEPER.srt 	ZOOKEEPER_DVS50 	00:08:41,00 --> 00:08:47,50 	he gives a serious look.
ZOOKEEPER.srt 	ZOOKEEPER_DVS69 	00:14:03,00 --> 00:14:08,50 	she gives a flirty smile.
ZOOKEEPER.srt 	ZOOKEEPER_DVS94 	00:20:10,00 --> 00:20:14,50 	someone gives a thumbs up.
ZOOKEEPER.srt 	ZOOKEEPER_DVS125 	00:27:13,00 --> 00:27:18,50 	someone gives no response.
ZOOKEEPER.srt 	ZOOKEEPER_DVS184 	00:40:04,00 --> 00:40:15,50 	he gives a desperate look.
ZOOKEEPER.srt 	ZOOKEEPER_DVS192 	00:43:12,00 --> 00:43:24,50 	someone gives him a baffled frown.
ZOOKEEPER.srt 	ZOOKEEPER_DVS224 	00:50:56,00 --> 00:51:03,50 	she smiles dreamily and someone gives someone a thumbs up.
ZOOKEEPER.srt 	ZOOKEEPER_DVS324 	01:12:57,00 --> 01:13:01,50 	he gives a dazed look.
ZOOKEEPER.srt 	ZOOKEEPER_DVS342 	01:16:32,00 --> 01:16:38,50 	her shoulders sag and she gives a disappointed look.
ZOOKEEPER.srt 	ZOOKEEPER_DVS353 	01:19:07,00 --> 01:19:21,50 	his gray-haired customer gives an uncertain look.
ZOOKEEPER.srt 	ZOOKEEPER_DVS384 	01:25:37,00 --> 01:25:46,50 	he smiles and someone gives a nod.
