21_JUMP_STREET.srt 	21_JUMP_STREET_DVS21 	00:02:57,00 --> 00:03:02,50 	sitting on a nearby bench, the nerd looks over.
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS27 	00:08:55,00 --> 00:09:01,50 	now he sits across from a banker with blond, feathered hair.
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS59 	00:16:32,00 --> 00:16:36,50 	she sits at her desk,
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS65 	00:17:44,00 --> 00:17:49,50 	still sitting, she sips her drink.
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS92 	00:22:43,00 --> 00:22:47,50 	he sits beside her.
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS114 	00:26:41,00 --> 00:26:46,50 	she sits in an armchair.
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS117 	00:27:10,00 --> 00:27:16,50 	as he sits across from someone, she looks up from her magazine.
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS134 	00:30:46,00 --> 00:30:51,50 	as someone sits back down the dean grins.
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS198 	00:46:04,00 --> 00:46:11,50 	now someone's scooter sits parked outside of someone's restaurant.
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS214 	00:49:52,00 --> 00:49:58,50 	someone sits in the car with a pen and a slip of paper.
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS236 	00:55:22,00 --> 00:55:30,50 	a dessert box sits on the dashboard.
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS239 	00:57:14,00 --> 00:57:26,50 	now she sits cross-legged on a bus stop bench in front of a row of dark
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS277 	01:06:21,00 --> 01:06:34,50 	she sits stiffly, her large dark sunglasses masking most of her expression.
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS285 	01:08:00,00 --> 01:08:23,50 	sitting motionless, the teacher gazes after him, then bows her head as he exits.
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS356 	01:25:27,00 --> 01:25:48,50 	sitting at the long tables, the econ students diligently work on their exams.
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS372 	01:29:12,00 --> 01:29:17,50 	he sits among the greatly diminished headcount.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS96 	00:10:46,00 --> 00:10:52,50 	he helps his host bring food to a table and they sit down to lunch.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS140 	00:17:22,00 --> 00:17:28,50 	now young someone sits beside a glimmering river.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS146 	00:18:37,00 --> 00:18:42,50 	speakers sit atop the mosque's tower.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS201 	00:26:23,00 --> 00:26:29,50 	now someone sits on a beam below an ocean someone.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS205 	00:26:55,00 --> 00:27:07,50 	an older teacher sits crossed-legged and chants as teenage girls perform a lively dance.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS255 	00:33:28,00 --> 00:33:35,50 	now the family sits with their eyes cast down as a teenage asian boy joins them.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS257 	00:33:50,00 --> 00:34:00,50 	now below the deck, two orangutans sit in a four by four cage.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS258 	00:33:58,00 --> 00:34:04,50 	someone sits outside the cage, watching them closely and eating a banana.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS431 	00:49:43,00 --> 00:49:52,50 	someone sits at the bow sharing a vigilant gaze with the hyena who remains back at the edge of the canvas.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS444 	00:50:46,00 --> 00:50:52,50 	the sputtering teen manages to sit up and catch his breath.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS463 	00:52:22,00 --> 00:52:30,50 	orange juice peers down at the hyena, then sits on steadily and faces her human companion.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS515 	00:56:45,00 --> 00:56:51,50 	his sits cross-legged, his shoulders hunched.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS571 	01:03:26,00 --> 01:03:37,50 	someone retreats to the boat's stern, sits on the rear seat and leans his face over the water.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS663 	01:10:26,00 --> 01:10:40,50 	he sits up, holds the fish down with one hand and uses the other to club the fish with the blunt end of the hatchet.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS739 	01:17:06,00 --> 01:17:15,50 	sitting on his raft, someone uses a knife to carve a wood panel from the boat into a slim, pointy spear.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS748 	01:17:47,00 --> 01:17:54,50 	someone someone beats his tail against the bench, then sits up and raises a front paw.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS779 	01:19:43,00 --> 01:19:49,50 	someone someone sits down on the starboard bench and scowls.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS784 	01:20:14,00 --> 01:20:22,50 	someone someone remains underneath and the victorious teen sits back on the bench at the stern.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS811 	01:22:45,00 --> 01:22:51,50 	he glances back at someone someone who sits calmly on the boat.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS978 	01:36:33,00 --> 01:36:40,50 	meerkats run around him as he sits at the edge, reaching one foot down.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS1026 	01:40:14,00 --> 01:40:21,50 	someone someone sits up and stares inland as the boat lightly bobs on the water.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS1082 	01:49:54,00 --> 01:49:59,50 	they sit at the foot of someone's hospital bed.
LITTLE_FOCKERS.srt 	LITTLE_FOCKERS_DVS50 	00:19:49,00 --> 00:19:56,50 	with a calm look, someone sits beside someone, his hands folded.
LITTLE_FOCKERS.srt 	LITTLE_FOCKERS_DVS132 	00:49:38,00 --> 00:49:47,50 	someone sits in an armchair beside it.
LITTLE_FOCKERS.srt 	LITTLE_FOCKERS_DVS228 	01:20:45,00 --> 01:20:51,50 	roz peeks inside and finds him sitting pensively.
LITTLE_FOCKERS.srt 	LITTLE_FOCKERS_DVS229 	01:20:59,00 --> 01:21:04,50 	now, someone approaches someone, who sits.
MORNING_GLORY.srt 	MORNING_GLORY_DVS24 	00:03:20,00 --> 00:03:33,50 	a male presenter, ralph pollard, sits next to her and a make-up artist brushes him with powder.
MORNING_GLORY.srt 	MORNING_GLORY_DVS47 	00:08:01,00 --> 00:08:05,50 	someone's sitting in bed.
MORNING_GLORY.srt 	MORNING_GLORY_DVS113 	00:26:20,00 --> 00:26:28,50 	someone sits at a bench outside.
MORNING_GLORY.srt 	MORNING_GLORY_DVS138 	00:32:53,00 --> 00:32:58,50 	he picks up a newspaper and sits down.
MORNING_GLORY.srt 	MORNING_GLORY_DVS197 	00:44:17,00 --> 00:44:22,50 	in the office, someone sits at a desk.
MORNING_GLORY.srt 	MORNING_GLORY_DVS199 	00:44:51,00 --> 00:44:58,50 	she's sitting on a sofa.
MORNING_GLORY.srt 	MORNING_GLORY_DVS212 	00:48:13,00 --> 00:48:20,50 	someone asks a tubby, middle-aged woman sitting at the bar in her lines.
MORNING_GLORY.srt 	MORNING_GLORY_DVS230 	00:51:53,00 --> 00:51:58,50 	someone sits on the sofa in front of her laptop.
MORNING_GLORY.srt 	MORNING_GLORY_DVS233 	00:52:01,00 --> 00:52:05,50 	she sits upright again.
MORNING_GLORY.srt 	MORNING_GLORY_DVS242 	00:52:47,00 --> 00:52:53,50 	someone buries her head in a cushion then sits upright.
MORNING_GLORY.srt 	MORNING_GLORY_DVS249 	00:54:29,00 --> 00:54:35,50 	the crew sits in the gallery with their headphones on.
MORNING_GLORY.srt 	MORNING_GLORY_DVS273 	01:00:38,00 --> 01:00:44,50 	he sits up and eyes the empty space in his bed.
MORNING_GLORY.srt 	MORNING_GLORY_DVS283 	01:02:07,00 --> 01:02:13,50 	someone sits in the daybreak office and smiles to herself,
MORNING_GLORY.srt 	MORNING_GLORY_DVS302 	01:06:28,00 --> 01:06:32,50 	horrified, someone sits down.
MORNING_GLORY.srt 	MORNING_GLORY_DVS306 	01:07:15,00 --> 01:07:21,50 	someone sits alone on a sofa, going through papers.
MORNING_GLORY.srt 	MORNING_GLORY_DVS369 	01:21:11,00 --> 01:21:17,50 	she sits in the back of a taxi and presses her hand to her forehead.
MORNING_GLORY.srt 	MORNING_GLORY_DVS373 	01:21:54,00 --> 01:22:01,50 	everyone sits back down.
MORNING_GLORY.srt 	MORNING_GLORY_DVS395 	01:26:35,00 --> 01:26:41,50 	someone and someone sit on a bench.
MORNING_GLORY.srt 	MORNING_GLORY_DVS406 	01:29:14,00 --> 01:29:21,50 	she sits opposite someone in his office, as he leafs through graphs and charts.
MORNING_GLORY.srt 	MORNING_GLORY_DVS420 	01:31:01,00 --> 01:31:06,50 	they sit inside the local bar where they first went for a drink.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS57 	00:09:17,00 --> 00:09:22,50 	he sits beside his daughter who rolls her eyes.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS75 	00:11:44,00 --> 00:11:49,50 	someone shuts it off and sits up on the side of his bed.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS142 	00:21:20,00 --> 00:21:26,50 	someone notices a vase of flowers sitting on a table in the hallway.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS235 	00:34:30,00 --> 00:34:39,50 	now at the park, someone kicks a soccer ball while someone sits with someone on a bench.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS307 	00:39:43,00 --> 00:39:51,50 	the babysitter sits on a remote control and the channel changes to a show featuring a sea lion.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS429 	00:50:30,00 --> 00:50:34,50 	someone and someone sit up.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS441 	00:51:50,00 --> 00:51:54,50 	someone sits at a restaurant.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS450 	00:52:46,00 --> 00:52:54,50 	someone points to a penguin sitting on the snow globe.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS464 	00:55:10,00 --> 00:55:17,50 	in a flashback, young someone sits at the table with his parents and opens a gift.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS501 	01:00:43,00 --> 01:00:49,50 	sitting between his kids, someone wraps his arms around them.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS544 	01:04:54,00 --> 01:05:03,50 	someone sits on the terrace.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS550 	01:05:33,00 --> 01:05:38,50 	sitting back, he clutches himself.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS576 	01:09:07,00 --> 01:09:11,50 	he sits.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS590 	01:10:15,00 --> 01:10:21,50 	his keys sit in front of the envelope from inside captain's crate.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS680 	01:24:18,00 --> 01:24:24,50 	he gives a wide grin, then sits with his family.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS213 	00:44:56,00 --> 00:45:06,50 	someone and someone sit astride a branch above, holding someone's veil.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS250 	00:51:56,00 --> 00:52:10,50 	later, someone sits dejectedly on the edge of someone's bed.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS251 	00:52:13,00 --> 00:52:33,50 	sitting by her, someone puts the box on her own lap.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS253 	00:52:54,00 --> 00:54:08,50 	she lays them beside someone, then sits and returns the shoebox to her lap.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS271 	00:59:28,00 --> 00:59:34,50 	someone sits close to someone as his older siblings read.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS274 	01:00:02,00 --> 01:00:17,50 	inside, someone sits slumped on the scratch-o-matic seat.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS362 	01:17:39,00 --> 01:17:51,50 	back at the farm, someone sits alone in the barn and watches some chickens.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS403 	01:24:41,00 --> 01:24:51,50 	in the house without a chair, someone balances on one foot, crosses the other over as if sitting, and props an elbow on his crooked knee.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS445 	01:32:30,00 --> 01:32:34,50 	he sits on the stove.
NO_STRINGS_ATTACHED.srt 	NO_STRINGS_ATTACHED_DVS117 	00:17:58,00 --> 00:18:03,50 	she sits in the kitchen counter eating cereal.
NO_STRINGS_ATTACHED.srt 	NO_STRINGS_ATTACHED_DVS121 	00:18:25,00 --> 00:18:30,50 	he sits up and looks around.
NO_STRINGS_ATTACHED.srt 	NO_STRINGS_ATTACHED_DVS132 	00:21:24,00 --> 00:21:30,50 	someone turns away someone sits on her bed and pulls on his jeans.
NO_STRINGS_ATTACHED.srt 	NO_STRINGS_ATTACHED_DVS134 	00:22:41,00 --> 00:22:47,50 	she sits beside him and puts her arm around his shoulder.
NO_STRINGS_ATTACHED.srt 	NO_STRINGS_ATTACHED_DVS189 	00:33:21,00 --> 00:33:28,50 	as she gets dressed she smiles and steps closer to someone who's sitting up in bed.
NO_STRINGS_ATTACHED.srt 	NO_STRINGS_ATTACHED_DVS255 	00:44:45,00 --> 00:44:51,50 	someone sits with someone on her bed and tries to feed her soup.
NO_STRINGS_ATTACHED.srt 	NO_STRINGS_ATTACHED_DVS318 	00:57:18,00 --> 00:57:24,50 	the cast and crew are gathered around someone who's sitting at the piano.
NO_STRINGS_ATTACHED.srt 	NO_STRINGS_ATTACHED_DVS349 	01:05:39,00 --> 01:05:46,50 	a smartly dressed someone sits on the bonnet of his car waiting outside the hospital,
NO_STRINGS_ATTACHED.srt 	NO_STRINGS_ATTACHED_DVS355 	01:06:21,00 --> 01:06:27,50 	someone sits with the carrots lying next to her.
NO_STRINGS_ATTACHED.srt 	NO_STRINGS_ATTACHED_DVS390 	01:12:07,00 --> 01:12:11,50 	they both sit staring ahead stony faced.
NO_STRINGS_ATTACHED.srt 	NO_STRINGS_ATTACHED_DVS410 	01:16:00,00 --> 01:16:04,50 	she sits decisively.
NO_STRINGS_ATTACHED.srt 	NO_STRINGS_ATTACHED_DVS411 	01:16:12,00 --> 01:16:17,50 	she smiles he sits facing her.
NO_STRINGS_ATTACHED.srt 	NO_STRINGS_ATTACHED_DVS454 	01:23:04,00 --> 01:23:11,50 	someone hangs up and sits on a bench.
NO_STRINGS_ATTACHED.srt 	NO_STRINGS_ATTACHED_DVS509 	01:33:46,00 --> 01:33:50,50 	someone sits beside the bed.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS15 	00:03:28,00 --> 00:03:33,50 	later someone sits with his boss.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS78 	00:19:54,00 --> 00:19:58,50 	the family sits.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS108 	00:28:07,00 --> 00:28:21,50 	in the back someone sits in a complicated safety seat.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS117 	00:30:39,00 --> 00:30:47,50 	now someone's purse and laptop bag rest at her feet as she sits glumly on the stoop of the academy.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS122 	00:31:15,00 --> 00:31:23,50 	at a speech therapy session a little girls mimes riding a horse for a group of kids sitting in a circle.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS182 	00:44:25,00 --> 00:44:31,50 	in the stands, they sit.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS228 	00:54:39,00 --> 00:54:47,50 	someone sits up excitedly as the concert begins.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS241 	00:56:52,00 --> 00:57:04,50 	at a party, an award bearing someone's name sits on a table.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS265 	01:03:16,00 --> 01:03:22,50 	someone sits at a table.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS284 	01:07:21,00 --> 01:07:27,50 	someone sits in a chair and someone takes a seat on the floor.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS291 	01:10:07,00 --> 01:10:11,50 	the boys sit still.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS337 	01:20:16,00 --> 01:20:25,50 	inside, the couple glumly sits in the guest room.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS339 	01:21:27,00 --> 01:21:32,50 	in the kitchen, someone sits alone with a wine glass.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS348 	01:23:36,00 --> 01:23:41,50 	he sits across from his daughter.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS352 	01:24:32,00 --> 01:24:37,50 	her eyes glisten as someone sits back down.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS400 	01:29:50,00 --> 01:30:03,50 	backstage, parents sit in rows of elevated auditorium seats with their children waiting for the audition.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS401 	01:30:00,00 --> 01:30:09,50 	someone sits in the first row watching her daughter practice intensely.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS424 	01:31:19,00 --> 01:31:33,50 	backstage, parents sit in rows of elevated auditorium seats with their children waiting for the audition.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS425 	01:31:30,00 --> 01:31:38,50 	someone sits in the first row watching her daughter practice intensely.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS30 	00:04:48,00 --> 00:04:55,50 	the image dissolves to a teenage boy who sits comfortably on the bottom of a swimming pool.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS82 	00:20:54,00 --> 00:20:58,50 	someone sits up in his cot.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS212 	00:54:58,00 --> 00:55:11,50 	behind the wheel someone sits up, her eyes clamped shut.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS222 	00:57:46,00 --> 00:57:52,50 	someone sits at the bottom of the pool, clasping his bent knees.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS351 	01:26:22,00 --> 01:26:28,50 	now the teens follow someone into an enormous sitting room.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS431 	01:41:44,00 --> 01:41:50,50 	timepiece sits in the center of a grand hall.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS448 	01:43:57,00 --> 01:44:04,50 	the beautiful goddess eyes the bolt-toting god as he sits.
PROMETHEUS.srt 	PROMETHEUS_DVS199 	00:14:02,00 --> 00:14:08,50 	sitting near by, holloway drinks fluids.
PROMETHEUS.srt 	PROMETHEUS_DVS211 	00:15:44,00 --> 00:15:52,50 	sitting at the front, someone uses a tablet to activate a huge 3-d holographic video.
PROMETHEUS.srt 	PROMETHEUS_DVS282 	00:28:04,00 --> 00:28:11,50 	as the mohawked man sits, someone takes the seat facing him.
PROMETHEUS.srt 	PROMETHEUS_DVS513 	00:54:48,00 --> 00:54:54,50 	the pinging probe sits motionless at what appears to be a dead end.
PROMETHEUS.srt 	PROMETHEUS_DVS519 	00:57:36,00 --> 00:57:41,50 	sitting on his lap she kisses him.
PROMETHEUS.srt 	PROMETHEUS_DVS542 	00:59:50,00 --> 00:59:56,50 	she turns, in a corner someone sits with concertina.
PROMETHEUS.srt 	PROMETHEUS_DVS643 	01:09:55,00 --> 01:09:59,50 	he sits on the ground.
PROMETHEUS.srt 	PROMETHEUS_DVS731 	01:18:20,00 --> 01:18:25,50 	someone sits up, her jaw slack.
PROMETHEUS.srt 	PROMETHEUS_DVS796 	01:25:27,00 --> 01:25:36,50 	he cocks his head, then moves closer to someone who sits crouched on the ground with his legs bent forward over his shoulders.
PROMETHEUS.srt 	PROMETHEUS_DVS821 	01:27:49,00 --> 01:27:54,50 	someone stares at her, sitting in a wheelchair.
PROMETHEUS.srt 	PROMETHEUS_DVS852 	01:33:24,00 --> 01:33:28,50 	he sits on his bed.
PROMETHEUS.srt 	PROMETHEUS_DVS861 	01:34:28,00 --> 01:34:34,50 	she rises to her feet, now, someone finds someone sitting in the corner of an equipment room.
PROMETHEUS.srt 	PROMETHEUS_DVS873 	01:36:27,00 --> 01:36:31,50 	someone sits at a work station.
PROMETHEUS.srt 	PROMETHEUS_DVS879 	01:37:12,00 --> 01:37:20,50 	he hops down from the platform, then sits in the chair and blows into the flute, calling up a holographic orb.
PROMETHEUS.srt 	PROMETHEUS_DVS890 	01:38:23,00 --> 01:38:30,50 	as the engineer sits up, several tubes detach from his oxygen mask.
PROMETHEUS.srt 	PROMETHEUS_DVS1035 	01:53:33,00 --> 01:53:38,50 	grimacing painfully, someone sits up.
PROMETHEUS.srt 	PROMETHEUS_DVS1077 	01:57:44,00 --> 01:57:50,50 	the alien straightens, sitting up on its heels and looks around.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS19 	00:02:46,00 --> 00:03:13,50 	sitting across from them, a younger inmate glances up.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS19 	00:02:46,00 --> 00:03:13,50 	they each pull out a gun and using the spools to conceal them, pass them to the young inmate and man sitting next to him.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS40 	00:06:40,00 --> 00:06:45,50 	someone drives, sitting next to the younger escapee.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS43 	00:06:57,00 --> 00:07:11,50 	someone closes the sedan's door and sits back in his seat next to the sandy-haired someone.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS66 	00:11:29,00 --> 00:11:37,50 	later in a garage, someone sits across from a gunsmith as he disassembles a someone gun.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS109 	00:18:33,00 --> 00:18:44,50 	now, a fedora sits on a burgundy leather couch by someone who gazes off thoughtfully.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS146 	00:26:40,00 --> 00:26:46,50 	he flashes an amused smile and sits back.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS179 	00:33:43,00 --> 00:34:01,50 	someone sits facing someone and lays his hand on the large box.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS246 	00:45:42,00 --> 00:45:53,50 	someone sits beside him.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS258 	00:48:44,00 --> 00:49:19,50 	someone sits nude in the tub.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS308 	00:58:10,00 --> 00:58:22,50 	the lawyer, someone, sits in a corridor on the other side.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS311 	00:58:39,00 --> 00:58:44,50 	sits back and heaves a misty sigh in the cold air.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS312 	00:58:44,00 --> 00:58:50,50 	now in a courtroom, someone sits at a council bench.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS365 	01:09:46,00 --> 01:10:04,50 	someone sits on the corner of a desk.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS372 	01:10:32,00 --> 01:10:38,50 	someone sits calmly on the edge of a desk.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS386 	01:14:22,00 --> 01:14:34,50 	homer looks away nervously as someone sits with a worried look, his face tilted down.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS400 	01:17:30,00 --> 01:17:55,50 	someone sits in the backseat, the wind from the open windows blowing against his disheveled hair.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS448 	01:26:06,00 --> 01:26:18,50 	one man sits slack-jawed, his head lolled back trailing blood from two holes.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS503 	01:34:54,00 --> 01:35:00,50 	someone slumps a little then sits back.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS552 	01:43:34,00 --> 01:43:38,50 	someone sits in a chair.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS584 	01:48:50,00 --> 01:48:57,50 	now, a woman sits at a bar.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS596 	01:51:46,00 --> 01:51:56,50 	he steps out to meet someone and they sit on a roadside park bench.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS602 	01:53:28,00 --> 01:53:35,50 	now, someone sits at a kitchen table fanning herself with a magazine.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS609 	01:54:36,00 --> 01:54:43,50 	now, someone crosses the field office to someone who sits on a desk.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS624 	01:57:13,00 --> 01:57:20,50 	a couple of yards ahead, an agent on the phone sits at his desk, unaware of someone's
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS648 	02:01:45,00 --> 02:02:05,50 	sitting in her own, someone turns, peeking nervously over her shoulder.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS48 	00:11:16,00 --> 00:11:22,50 	wrapped in the sheet, the mistress sits in someone's lap.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS59 	00:17:26,00 --> 00:17:31,50 	someone and his three cohorts sit and
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS120 	00:31:19,00 --> 00:31:25,50 	sitting on a bench, someone holds him in an appraising gaze.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS125 	00:32:34,00 --> 00:32:41,50 	a cart sits loaded with straw beehives.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS278 	01:06:23,00 --> 01:06:47,50 	curtains separate it from a sitting area in front of a fireplace where someone tosses bedding to the floor and eyes the archer haughtily.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS332 	01:21:28,00 --> 01:21:35,50 	now, someone's mistress sits in the light of a blazing fire as someone addresses her.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS459 	01:54:31,00 --> 01:54:35,50 	he sits up.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS51 	00:09:23,00 --> 00:09:28,50 	now sitting with someone, someone nods.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS66 	00:10:59,00 --> 00:11:07,50 	the red-haired young woman kneels beside someone who sits under a tree with a book.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS75 	00:12:49,00 --> 00:12:55,50 	sitting at his desk, he types feverishly.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS80 	00:13:05,00 --> 00:13:11,50 	in the daytime, he sits with his feet up, reading over his pages.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS82 	00:13:11,00 --> 00:13:18,50 	then notices someone sitting on the floor with a woman's sandal in his mouth.
