21_JUMP_STREET.srt 	21_JUMP_STREET_DVS148 	00:23:28,00 --> 00:23:37,50 	looking head someone stares.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS713 	01:42:56,00 --> 01:43:05,50 	someone stares at his daughter, who looks up sweetly at the inspector.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS741 	01:46:11,00 --> 01:46:17,50 	someone's mirthful grin vanishes and she stares at someone.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS742 	01:46:14,00 --> 01:46:21,50 	panting, he stares back, then cracks an undaunted smile.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS778 	01:50:54,00 --> 01:51:04,50 	as someone stares with astonished eyes, the zoo's patrons give excited looks.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS837 	01:57:42,00 --> 01:57:53,50 	he strides up to the table, faces a seat, then stares wistfully.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS846 	01:58:30,00 --> 01:58:35,50 	he stares down at her.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS53 	00:03:57,00 --> 00:04:07,50 	she stares, then shuts her door.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS215 	00:27:23,00 --> 00:27:29,50 	a friendly little face stares out from its head.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS331 	00:48:09,00 --> 00:48:13,50 	she stares, slack-jawed.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS586 	01:20:15,00 --> 01:20:19,50 	he stares off,
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS746 	01:39:51,00 --> 01:39:55,50 	someone stares back at her fondly.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS39 	00:02:58,00 --> 00:03:03,50 	the boy lingers, staring at her.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS115 	00:07:35,00 --> 00:07:42,50 	he lowers his arms, staring as the doctor lowers the gun remorsefully.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS126 	00:08:14,00 --> 00:08:21,50 	the doctor stands staring at the rattling-steel lab tables.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS151 	00:09:43,00 --> 00:09:50,50 	clad in a bathrobe, he stares ahead with a haunted expression.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS268 	00:20:47,00 --> 00:20:53,50 	someone extends a crimson hand to someone, who stares.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS327 	00:24:40,00 --> 00:24:49,50 	the bartender's arm trembles and he stares at the gun.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS333 	00:25:10,00 --> 00:25:17,50 	someone swaggers to the photo hanging on the wall and stares at it piercingly.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS361 	00:30:02,00 --> 00:30:08,50 	she smiles at the staring slack-jawed agent with his face.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS437 	00:38:16,00 --> 00:38:20,50 	he stares, slack-jawed.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS447 	00:39:23,00 --> 00:39:29,50 	she stares piercingly at someone, her eyes narrowing.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS526 	00:48:18,00 --> 00:48:27,50 	as they head out the door, he stares over his shoulder after them, then downs his drink and gestures for another.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS532 	00:48:53,00 --> 00:49:01,50 	entering a room covered in mirrored panels, someone finds someone staring down at a waist-high nuclear reactor.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS570 	00:53:57,00 --> 00:54:03,50 	someone stares dejectedly as he heads off.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS890 	01:21:05,00 --> 01:21:10,50 	he stares off, his chest heaving, then clenches his
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS915 	01:24:11,00 --> 01:24:17,50 	someone stares with a conflicted gaze.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS921 	01:24:54,00 --> 01:24:59,50 	she stares into his eye
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1022 	01:32:08,00 --> 01:32:14,50 	and finds the five mutants staring up at the shuttle.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS99 	00:14:33,00 --> 00:14:40,50 	someone stares at a chili's restaurant as she drives past, then at a staples store.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS100 	00:14:47,00 --> 00:14:55,50 	she stares at a combination kfc, pizza hut, and taco bell, and shakes her head as she drives past.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS154 	00:27:35,00 --> 00:27:40,50 	her smile gradually fades as she stares at him.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS175 	00:34:03,00 --> 00:34:08,50 	someone stares open-mouthed and then nods.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS213 	00:40:04,00 --> 00:40:09,50 	the saleswoman stares at someone.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS289 	00:55:48,00 --> 00:55:53,50 	she stares at the front someone then crouches and inspects the damage.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS300 	00:57:20,00 --> 00:57:25,50 	the driver, a brown-haired woman, stares at someone.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS369 	01:10:52,00 --> 01:10:57,50 	someone shakes her head slightly as she stares wide-eyed at someone.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS407 	01:19:01,00 --> 01:19:08,50 	he lies beside her and stares into her eyes.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS415 	01:19:37,00 --> 01:19:43,50 	someone lies on his back beside someone who stares at the ceiling.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS428 	01:23:09,00 --> 01:23:14,50 	she stares at someone's sister then looks away.
ZOMBIELAND.srt 	ZOMBIELAND_DVS317 	00:35:55,00 --> 00:36:00,50 	little someone stares at the ring then hands it over.
ZOMBIELAND.srt 	ZOMBIELAND_DVS632 	01:11:57,00 --> 01:12:02,50 	she stares disbelievingly.
ZOMBIELAND.srt 	ZOMBIELAND_DVS637 	01:12:14,00 --> 01:12:18,50 	he stares desperately.
ZOMBIELAND.srt 	ZOMBIELAND_DVS705 	01:17:19,00 --> 01:17:25,50 	he slows as he reaches the tower and stares up at the sisters.
ZOMBIELAND.srt 	ZOMBIELAND_DVS735 	01:19:35,00 --> 01:19:40,50 	he stares back with a dazed look.
ZOMBIELAND.srt 	ZOMBIELAND_DVS755 	01:21:06,00 --> 01:21:10,50 	he stares angrily.
ZOOKEEPER.srt 	ZOOKEEPER_DVS68 	00:13:43,00 --> 00:13:57,50 	he stares at her with lovelorn eyes.
ZOOKEEPER.srt 	ZOOKEEPER_DVS220 	00:49:04,00 --> 00:49:11,50 	the waitress stares at someone.
ZOOKEEPER.srt 	ZOOKEEPER_DVS300 	01:06:32,00 --> 01:06:38,50 	he unflinchingly stares down his rival.
ZOOKEEPER.srt 	ZOOKEEPER_DVS308 	01:08:25,00 --> 01:08:34,50 	staring straight ahead, someone remains motionless in his seat.
ZOOKEEPER.srt 	ZOOKEEPER_DVS323 	01:12:51,00 --> 01:12:57,50 	as someone stares with crestfallen eyes, someone leans.
ZOOKEEPER.srt 	ZOOKEEPER_DVS343 	01:16:37,00 --> 01:16:56,50 	with a resigned smile, she leans against the railing around the eagle enclosure's glass observation wall and stares out at the birds.
ZOOKEEPER.srt 	ZOOKEEPER_DVS357 	01:20:05,00 --> 01:20:12,50 	now, venom holds two lizards as he approaches someone who stares into someone's pit.
