21_JUMP_STREET.srt 	21_JUMP_STREET_DVS70 	00:07:48,00 --> 00:07:55,50 	pulling out in front of the bearded bikers, someone gets off his bike and draws his gun.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS481 	01:41:53,00 --> 01:42:00,50 	someone pulls away with a smile.
SOUL_SURFER.srt 	SOUL_SURFER_DVS248 	01:14:57,00 --> 01:15:06,50 	a boy pulls a little girl on a boogie board.
SOUL_SURFER.srt 	SOUL_SURFER_DVS277 	01:20:07,00 --> 01:20:12,50 	he pulls down a surfboard.
SPARKLE_2012.srt 	SPARKLE_2012_DVS44 	00:07:38,00 --> 00:07:46,50 	the girls scurry into a queen-size bed and pull over the blankets, pretending to sleep.
SPARKLE_2012.srt 	SPARKLE_2012_DVS132 	00:21:35,00 --> 00:21:40,50 	her eyes still closed, he pulls back from the kiss.
SPARKLE_2012.srt 	SPARKLE_2012_DVS149 	00:25:53,00 --> 00:26:00,50 	he reaches into his jacket and pulls out a small ring box.
SPARKLE_2012.srt 	SPARKLE_2012_DVS243 	00:38:17,00 --> 00:38:22,50 	someone shuts the driver's door and pulls out.
SPARKLE_2012.srt 	SPARKLE_2012_DVS283 	00:45:00,00 --> 00:45:04,50 	she pulls her hand back.
SPARKLE_2012.srt 	SPARKLE_2012_DVS391 	01:06:27,00 --> 01:06:32,50 	she pulls out someone's red song journal.
SPARKLE_2012.srt 	SPARKLE_2012_DVS427 	01:10:57,00 --> 01:11:03,50 	pulling her fur stole around her, and tossing her cigarette butt.
SPARKLE_2012.srt 	SPARKLE_2012_DVS430 	01:11:06,00 --> 01:11:11,50 	as the car pulls away, someone watches it go.
SPARKLE_2012.srt 	SPARKLE_2012_DVS495 	01:20:01,00 --> 01:20:07,50 	someone gets to her feet, then pulls someone off the floor.
SPARKLE_2012.srt 	SPARKLE_2012_DVS524 	01:26:54,00 --> 01:26:58,50 	as the cab pulls away.
SPARKLE_2012.srt 	SPARKLE_2012_DVS604 	01:39:11,00 --> 01:39:17,50 	pulling back, he gazes solemnly into her eyes.
SUPER_8.srt 	SUPER_8_DVS69 	00:10:08,00 --> 00:10:15,50 	the boy stand as blonde someone pulls up in a yellow muscle car.
SUPER_8.srt 	SUPER_8_DVS74 	00:11:27,00 --> 00:11:33,50 	the car pulls into the parking lot of a brightly lit but isolated train depot.
SUPER_8.srt 	SUPER_8_DVS81 	00:12:35,00 --> 00:12:40,50 	someone pulls back her long hair and ties it in a bun.
SUPER_8.srt 	SUPER_8_DVS180 	00:30:14,00 --> 00:30:20,50 	someone pulls up on his yellow muscle car.
SUPER_8.srt 	SUPER_8_DVS227 	00:38:29,00 --> 00:38:36,50 	in a spray of breaking glass, someone is yanked to the floor and violently pulled down the aisle.
SUPER_8.srt 	SUPER_8_DVS283 	00:50:54,00 --> 00:51:02,50 	inside someone's house, someone points through a window at the children on the street as someone pulls up in his cruiser.
SUPER_8.srt 	SUPER_8_DVS413 	01:14:19,00 --> 01:14:25,50 	someone hurries over to a small trailer and pulls on its locked doors.
SUPER_8.srt 	SUPER_8_DVS432 	01:17:58,00 --> 01:18:04,50 	someone reaches into someone's pocket and pulls out the locket necklace.
SUPER_8.srt 	SUPER_8_DVS436 	01:18:16,00 --> 01:18:21,50 	someone watches the bus pull away in his rearview mirror.
SUPER_8.srt 	SUPER_8_DVS466 	01:21:42,00 --> 01:21:49,50 	someone reaches toward the driver as the creature pulls someone out through the bus door, someone vomits.
SUPER_8.srt 	SUPER_8_DVS476 	01:22:40,00 --> 01:22:44,50 	someone pulls on the bus' rear door.
SUPER_8.srt 	SUPER_8_DVS477 	01:22:46,00 --> 01:22:54,50 	as someone returns to the holding cell door someone approaches and pulls on it from the opposite side.
SUPER_8.srt 	SUPER_8_DVS486 	01:23:44,00 --> 01:23:49,50 	someone helps pull out someone and someone who kicks someone in the face.
SUPER_8.srt 	SUPER_8_DVS497 	01:24:49,00 --> 01:24:56,50 	kneeling on the road near the bus someone pulls the locket necklace from someone's jacket pocket.
SUPER_8.srt 	SUPER_8_DVS500 	01:25:10,00 --> 01:25:16,50 	someone stands as someone pulls up and steps out of his car.
SUPER_8.srt 	SUPER_8_DVS518 	01:27:57,00 --> 01:28:02,50 	someone pulls a tie back off a curtain and hands it to someone.
SUPER_8.srt 	SUPER_8_DVS525 	01:28:40,00 --> 01:28:45,50 	they pull up on one door which doesn't budge.
SUPER_8.srt 	SUPER_8_DVS546 	01:31:41,00 --> 01:31:47,50 	someone clamps his hand over someone's mouth and pulls him behind a rock.
SUPER_8.srt 	SUPER_8_DVS555 	01:33:08,00 --> 01:33:14,50 	he glances up as the creature pulls down a woman wearing hair rollers.
SUPER_8.srt 	SUPER_8_DVS559 	01:33:32,00 --> 01:33:36,50 	the creature pulls someone down.
SUPER_8.srt 	SUPER_8_DVS572 	01:35:16,00 --> 01:35:21,50 	someone and someone pull down sheriff someone.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS93 	00:13:29,00 --> 00:13:36,50 	someone pulls back a branch and releases it at the dog, but the rottweiler crashes through it.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS120 	00:18:13,00 --> 00:18:20,50 	moving to a lamp, someone unscrews the tube, opens it and pulls out a slip of paper.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS150 	00:23:25,00 --> 00:23:32,50 	using their hooked canes, the inspectors pull snowy and someone off the road.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS180 	00:26:26,00 --> 00:26:31,50 	someone pulls a sword out of his cane.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS293 	00:42:21,00 --> 00:42:27,50 	a crewman pulled the tarp of the sea plane and swiveled the track over the side of the boat.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS329 	00:51:04,00 --> 00:51:10,50 	sitting in the cockpit someone pulls a knob and starts the plane.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS344 	00:52:58,00 --> 00:53:02,50 	the plane pulls out of a dive.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS349 	00:53:18,00 --> 00:53:25,50 	the plane pulls out of the dive just a few feet above the ocean surface and arises into the air.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS386 	00:57:11,00 --> 00:57:15,50 	someone pulls free.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS460 	01:07:28,00 --> 01:07:33,50 	someone pulls up a quill pen.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS537 	01:15:33,00 --> 01:15:41,50 	someone pulls someone to his feet.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS558 	01:17:56,00 --> 01:18:01,50 	someone pulls a bottle from an inner pocket.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS648 	01:27:34,00 --> 01:27:41,50 	at night the karaboudjan steams through a harbor then pulls up to a someone.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS658 	01:29:15,00 --> 01:29:22,50 	someone pulls two levers.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS660 	01:29:21,00 --> 01:29:26,50 	someone pulls himself onto a railing.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS685 	01:32:09,00 --> 01:32:16,50 	someone pulls his sword out of his cane.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS183 	00:36:30,00 --> 00:36:37,50 	she pulls her dress up over her head, revealing her bra.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS206 	00:39:08,00 --> 00:39:14,50 	the people waiting around him stir as a bus pulls up.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS270 	00:51:54,00 --> 00:52:08,50 	as she pulls him in and starts to dance he sits again.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS360 	01:11:22,00 --> 01:11:27,50 	pulling back someone beams at someone.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS366 	01:11:55,00 --> 01:12:03,50 	back in charlotte's empty apartment someone pulls away abruptly and looks up at someone.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS379 	01:13:20,00 --> 01:13:29,50 	a black luxury car with tinted windows pulls into view and parks at the curb.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS51 	00:09:58,00 --> 00:10:02,50 	a cab pulls up.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS60 	00:11:47,00 --> 00:11:52,50 	he pulls someone out of his car.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS62 	00:11:53,00 --> 00:12:04,50 	as he slams the door, a cab pulls into the parking lot.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS64 	00:12:18,00 --> 00:12:40,50 	as he follows the sidewalk, he roots around in the pocket of his cargo shorts and pulls out a set of keys.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS146 	00:28:19,00 --> 00:28:27,50 	her ex-husband backs the car up then pulls away.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS266 	00:50:39,00 --> 00:50:45,50 	as the thug searches for her a pedicab pulls up.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS311 	00:56:55,00 --> 00:57:00,50 	the pick-up pulls up beside them.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS315 	00:57:35,00 --> 00:57:53,50 	someone pulls over.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS360 	01:06:39,00 --> 01:06:43,50 	she pulls her hair back.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS445 	01:22:39,00 --> 01:22:46,50 	now, as he rushes outside, someone pulls his car out of the drive.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS453 	01:23:35,00 --> 01:23:45,50 	someone watches as a black luxury sedan pulls up to the porch steps.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS492 	01:28:34,00 --> 01:28:55,50 	he pulls in.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS524 	01:36:17,00 --> 01:36:25,50 	a dark sedan drives around the corner of the depository and pulls into a parking spot.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS572 	01:43:38,00 --> 01:43:46,50 	someone skids around a corner, pulls into a curbside spot, and brakes hard.
THE_CALL.srt 	THE_CALL_DVS114 	00:08:55,00 --> 00:09:01,50 	he slowly pulls it closed as he checks behind it.
THE_CALL.srt 	THE_CALL_DVS216 	00:18:03,00 --> 00:18:08,50 	autumn pulls out a second phone.
THE_CALL.srt 	THE_CALL_DVS652 	00:50:38,00 --> 00:50:44,50 	now, the kidnapper pulls into an empty gas station with old style pumps.
THE_CALL.srt 	THE_CALL_DVS674 	00:52:23,00 --> 00:52:30,50 	someone grips the front seats and tries pulling her hips through the opening.
THE_CALL.srt 	THE_CALL_DVS753 	00:56:56,00 --> 00:57:04,50 	through the window, we watch the killer pull someone out.
THE_CALL.srt 	THE_CALL_DVS840 	01:03:51,00 --> 01:04:05,50 	he removes her sandals and grips her ankles as she pulls away.
THE_CALL.srt 	THE_CALL_DVS919 	01:10:30,00 --> 01:10:36,50 	she pulls the flaps open and finds it packed with medical equipment.
THE_CALL.srt 	THE_CALL_DVS926 	01:11:01,00 --> 01:11:06,50 	the operator pulls out a photo album.
THE_CALL.srt 	THE_CALL_DVS1024 	01:18:12,00 --> 01:18:18,50 	he caresses the hair tenderly, then pulls it off of the head.
THE_CALL.srt 	THE_CALL_DVS1033 	01:18:46,00 --> 01:18:51,50 	turning it over, he pulls out a thin purple extension.
THE_CALL.srt 	THE_CALL_DVS1084 	01:21:27,00 --> 01:21:34,50 	the killer pulls back someone's shower cap, revealing a dotted marker line on her forehead.
THE_CALL.srt 	THE_CALL_DVS1100 	01:22:43,00 --> 01:23:03,50 	she pulls away with all her might and someone takes her head and shoves it into the utility sink full of water.
THE_CALL.srt 	THE_CALL_DVS1118 	01:24:17,00 --> 01:24:25,50 	pulling herself out of the hole, she staggers away from it with someone close behind.
THE_CALL.srt 	THE_CALL_DVS1135 	01:25:31,00 --> 01:25:38,50 	the operator searches her pockets and pulls her phone out of her jeans.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS58 	00:13:10,00 --> 00:13:18,50 	he pulls the door open and passes through with a thunderstruck expression on his face.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS180 	00:29:43,00 --> 00:29:50,50 	he hops and hobbles as he pulls them over his heels one at a time.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS203 	00:33:28,00 --> 00:33:35,50 	someone pulls a chair out from a nearby table and sits facing his friends.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS256 	00:40:32,00 --> 00:40:36,50 	someone pulls over.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS271 	00:43:05,00 --> 00:43:10,50 	his car's break lights blink on and he pulls away.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS374 	00:57:44,00 --> 00:57:49,50 	our view pulls back to encompass the landscape, which includes lush trees and rolling hills.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS393 	01:00:01,00 --> 01:00:06,50 	now, we pull back from a faux italian statue of neptune towering over the center of a fountain, with scalloped ridges evocative of an oyster shell.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS445 	01:07:42,00 --> 01:07:48,50 	someone hunkers down and pulls his blanket up to his chin.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS615 	01:30:45,00 --> 01:30:49,50 	he pulls the door closed.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS639 	01:32:23,00 --> 01:32:31,50 	on the other, grazing ducks scatter as someone pulls over onto a well-manicured lawn and parks.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS116 	00:11:18,00 --> 00:11:23,50 	she turns abruptly as a car pulls up.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS150 	00:14:47,00 --> 00:14:53,50 	as it pulls up next to a utilitarian pickup with a covered bed,
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS213 	00:26:05,00 --> 00:26:10,50 	as he carries his luggage inside, the driver pulls out.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS243 	00:28:43,00 --> 00:28:49,50 	wrapping himself in one of the blankets he pulls it out from under the cat.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS378 	00:46:01,00 --> 00:46:07,50 	then pulls her closer and sets her hand against his crotch.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS413 	00:48:09,00 --> 00:48:16,50 	later, in london, a cab pulls to a curb and someone climbs out.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS465 	00:53:56,00 --> 00:54:06,50 	kneeling beside her, he pulls her pants down around her ankles.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS592 	01:05:22,00 --> 01:05:28,50 	she pulls out a large metal dildo with a slight curve and a sizeable head.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS604 	01:06:44,00 --> 01:06:49,50 	she pulls out keys.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS818 	01:33:37,00 --> 01:33:45,50 	obscured by a sweatshirt's pulled up hood.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS875 	01:37:37,00 --> 01:37:43,50 	she pulls the needle through to the other side then sews another stitch.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS886 	01:38:58,00 --> 01:39:02,50 	she pulls off her shirt.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS892 	01:39:24,00 --> 01:39:30,50 	he reaches between their legs and pulls her into a kiss.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1044 	01:51:35,00 --> 01:51:42,50 	the range rover pulls up behind someone's mansion and cuts its headlights.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1074 	01:53:18,00 --> 01:53:22,50 	in the house, someone lunges sideways and pulls a door closed.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1200 	02:07:29,00 --> 02:07:35,50 	pulling out, the motorcycle kicks up gravel.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1232 	02:09:31,00 --> 02:09:36,50 	a flatbed tow truck pulls around the wreck.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1251 	02:11:59,00 --> 02:12:04,50 	a car pulls into a narrow drive.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS29 	00:03:50,00 --> 00:03:55,50 	from his briefcase, he pulls out a coconut,
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS130 	00:47:22,00 --> 00:47:28,50 	later that night, they pull into a motel parking lot.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS183 	01:00:07,00 --> 01:00:14,50 	someone approaches the stage and pulls up a chair beside someone, who is focused on eating.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS192 	01:02:42,00 --> 01:02:48,50 	someone pats someone's shoulder and she pulls her son in for a hug.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS261 	01:27:19,00 --> 01:27:24,50 	she pulls someone close and kisses him.
THE_SITTER.srt 	THE_SITTER_DVS74 	00:40:52,00 --> 00:40:58,50 	someone shakes it, then pulls him in for a hug.
THE_SITTER.srt 	THE_SITTER_DVS134 	01:10:38,00 --> 01:10:43,50 	he pulls down someone's visor.
THE_SITTER.srt 	THE_SITTER_DVS150 	01:15:07,00 --> 01:15:15,50 	someone pulls up in the mercedes.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS209 	01:25:36,00 --> 01:25:44,50 	pulling to show hollandia barely in the lead.
THE_VOW.srt 	THE_VOW_DVS80 	00:06:59,00 --> 00:07:07,50 	she pulls out a sexy lingerie bask with a black laced trimmed bust.
THE_VOW.srt 	THE_VOW_DVS119 	00:12:17,00 --> 00:12:22,50 	her pulled back hair is now shoulder length.
THE_VOW.srt 	THE_VOW_DVS132 	00:14:08,00 --> 00:14:15,50 	as they kiss, she lies back on the floor, pulling him down on top of her.
THE_VOW.srt 	THE_VOW_DVS136 	00:14:20,00 --> 00:14:24,50 	she pulls up his shirt to reveal his toned back, and works it over his head.
THE_VOW.srt 	THE_VOW_DVS156 	00:16:24,00 --> 00:16:30,50 	he touches her arm, but she pulls it back with an alarmed look.
THE_VOW.srt 	THE_VOW_DVS184 	00:20:11,00 --> 00:20:15,50 	pulling the curtains aside,
THE_VOW.srt 	THE_VOW_DVS271 	00:34:23,00 --> 00:34:32,50 	now someones wagoneer pulls up outside a converted garage with corrugated metal walls and a red door.
THE_VOW.srt 	THE_VOW_DVS299 	00:38:39,00 --> 00:38:45,50 	now a car pulls up in front of someone.
THE_VOW.srt 	THE_VOW_DVS447 	01:04:40,00 --> 01:04:49,50 	later, under gleaming skyscraper windows, the suv pulls into a space in a deserted civic parking lot
THE_WATCH.srt 	THE_WATCH_DVS67 	00:08:00,00 --> 00:08:06,50 	now, a mid-sized crossover pulls into the costco parking lot.
THE_WATCH.srt 	THE_WATCH_DVS138 	00:26:57,00 --> 00:27:01,50 	a squad car pulls next to them.
THE_WATCH.srt 	THE_WATCH_DVS192 	00:34:45,00 --> 00:34:51,50 	someone pulls out a long, slim tentacle with a turtle-shaped end.
THE_WATCH.srt 	THE_WATCH_DVS221 	00:41:54,00 --> 00:41:59,50 	someone pulls out a small, slimy tentacle.
THE_WATCH.srt 	THE_WATCH_DVS253 	00:47:39,00 --> 00:47:46,50 	at night, someone's pickup pulls off the country road.
THE_WATCH.srt 	THE_WATCH_DVS323 	00:56:29,00 --> 00:56:34,50 	someone and someone pull up in a squad car.
THE_WATCH.srt 	THE_WATCH_DVS352 	01:01:19,00 --> 01:01:25,50 	as they stare up at the front door, someone pulls out a pop top can.
THE_WATCH.srt 	THE_WATCH_DVS392 	01:09:24,00 --> 01:09:31,50 	now, someone sits on someone's front steps as his pickup pulls into the driveway.
THE_WATCH.srt 	THE_WATCH_DVS453 	01:21:47,00 --> 01:21:52,50 	someone pulls out the pink walkie talkie.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS100 	00:29:41,00 --> 00:29:52,50 	stopped at a red light, someone watches it in her rear view mirror as it slows and pulls up to her right side.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS217 	00:54:17,00 --> 00:54:26,50 	he hangs on it, pulling with his full weight, then falls to the floor.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS315 	01:21:39,00 --> 01:21:44,50 	someone pulls out of the driveway.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS338 	01:24:08,00 --> 01:24:12,50 	a battered sedan pulls up.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS341 	01:24:25,00 --> 01:24:35,50 	a sleek black porsche pulls into the valet area.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS358 	01:28:11,00 --> 01:28:17,50 	pulling away, someone gazes into his eyes.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS410 	01:36:02,00 --> 01:36:09,50 	as someone works at a valet station, a silver mercedes, like someone's, pulls up.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS80 	00:13:24,00 --> 00:13:32,50 	as they exit the dojo together, an suv pulls up and a pretty brunette waves from the driver seat.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS181 	00:33:50,00 --> 00:33:56,50 	she pulls him into a passionate kiss as the happy couple arrives.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS316 	00:58:08,00 --> 00:58:15,50 	someone pulls away.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS322 	00:58:42,00 --> 00:58:49,50 	he pulls a dart from his neck.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS340 	01:01:12,00 --> 01:01:18,50 	as the cars pull out, the picture fades to black.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS344 	01:01:48,00 --> 01:01:53,50 	she pulls someone away.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS388 	01:10:40,00 --> 01:10:48,50 	on screen, a satellite zooms in on someone's vehicle as it pulls over to the side of the road.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS391 	01:11:00,00 --> 01:11:07,50 	as someone pulls away, their noses graze and their lips linger an inch apart.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS468 	01:22:42,00 --> 01:22:54,50 	the jeep does a tight skidding 180, someone nearly falls out but someone pulls him back in.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS468 	01:22:42,00 --> 01:22:54,50 	as one suv gunman aims at them, someone pulls his trigger and pegs the guy.
THOR.srt 	THOR_DVS130 	00:18:56,00 --> 00:19:05,50 	someone pulls his fur coat tighter around himself as fierce winds blow the falling snow nearly horizontal.
THOR.srt 	THOR_DVS141 	00:20:58,00 --> 00:21:03,50 	someone stares at his brother then pulls his arm free,
THOR.srt 	THOR_DVS192 	00:25:17,00 --> 00:25:23,50 	the creature pulls itself up, narrows its beady red eyes and roars.
THOR.srt 	THOR_DVS233 	00:31:24,00 --> 00:31:31,50 	as the truck pulls away, a glowing object drops out of the sky and crashes in the distance.
THOR.srt 	THOR_DVS234 	00:31:35,00 --> 00:31:42,50 	later, the research vehicle pulls into the county hospital, inside a nurses station.
THOR.srt 	THOR_DVS244 	00:32:48,00 --> 00:32:54,50 	the red pickup truck pulls up to the lip of the large crater and stops.
THOR.srt 	THOR_DVS246 	00:33:05,00 --> 00:33:10,50 	the man pulls on the hammer's handle, but it doesn't budge.
THOR.srt 	THOR_DVS264 	00:35:48,00 --> 00:35:54,50 	veins pop out on a burly man's neck as he pulls on the hammer's handle.
THOR.srt 	THOR_DVS269 	00:36:14,00 --> 00:36:20,50 	a silver car pulls onto a ridge overlooking the crater.
THOR.srt 	THOR_DVS394 	00:58:43,00 --> 00:58:49,50 	someone grabs the handle with both hands, and pulls to no avail.
THOR.srt 	THOR_DVS401 	00:59:55,00 --> 01:00:03,50 	rain splatters someone, as more agents pull someone to his feet and lead him away.
THOR.srt 	THOR_DVS415 	01:04:49,00 --> 01:04:56,50 	he tugs with one hand, then bares his teeth as he pulls on the hammer with both hands.
THOR.srt 	THOR_DVS458 	01:15:21,00 --> 01:15:27,50 	someone stares straight up at the sky then pulls a blanket snug over someone,
THOR.srt 	THOR_DVS559 	01:28:14,00 --> 01:28:23,50 	someone pulls someone away.
THOR.srt 	THOR_DVS582 	01:30:28,00 --> 01:30:33,50 	someone pulls someone to his side.
THOR.srt 	THOR_DVS584 	01:30:34,00 --> 01:30:40,50 	back in asgard, someone pulls his spears out of the bifrost mechanism.
THOR.srt 	THOR_DVS601 	01:31:53,00 --> 01:31:59,50 	someone approaches someone, who pulls her close to him.
THOR.srt 	THOR_DVS616 	01:33:09,00 --> 01:33:16,50 	standing over the ailing king, someone pulls one of someone's eyes open.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS61 	00:07:49,00 --> 00:07:55,50 	someone reaches under her pillow and pulls out a dollar someone.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS168 	00:22:32,00 --> 00:22:38,50 	duke pulls a lever and someone takes off.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS229 	00:29:43,00 --> 00:29:51,50 	now, his wing sticks out of the driver's window of his corvette as he pulls up in front of a house.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS250 	00:32:43,00 --> 00:32:46,50 	he pulls back.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS305 	00:36:36,00 --> 00:36:43,50 	he reaches into his pouch, pulls out his cat away canister, and presses the nozzle button.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS632 	01:09:50,00 --> 01:09:56,50 	he musters a curt wave and pulls into a parking space.
