21_JUMP_STREET.srt 	21_JUMP_STREET_DVS23 	00:03:03,00 --> 00:03:09,50 	with tearful eyes he notices the awkward teen watching him.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS199 	00:37:43,00 --> 00:38:05,50 	we watch the agents from afar as they prepare, the lengthy corridor dwarfing their trench-coated forms.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS270 	00:51:15,00 --> 00:51:21,50 	the other officers and agents watch closely.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS357 	01:07:56,00 --> 01:08:19,50 	outside her apartment, two men watch from inside a car concealed underneath a bridge.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS430 	01:22:11,00 --> 01:22:21,50 	someone picks up his pocket watch off the nightstand, opens it, and admires a photo of someone on the inside of the cover.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS440 	01:24:52,00 --> 01:24:58,50 	someone watches them closely from behind a tree.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS509 	01:36:51,00 --> 01:36:55,50 	g-men watch the apartment.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS548 	01:42:49,00 --> 01:42:57,50 	a shocked someone stands out in the open watching the car drive off.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS646 	02:01:27,00 --> 02:01:38,50 	in the movie house, the crowd watches figures on screen playing hockey, then clark gable washing his hands in a men's room.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS648 	02:01:45,00 --> 02:02:05,50 	in the movie house, someone watches the screen with a furrowed brow.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS652 	02:03:16,00 --> 02:03:45,50 	someone watches with a defiant smirk.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS659 	02:04:24,00 --> 02:04:29,50 	outside, someone watches the exit.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS127 	00:32:54,00 --> 00:33:00,50 	man with wind tousled curls strides up to the edge of the deck and watches the approaching
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS198 	00:47:34,00 --> 00:47:43,50 	queen someone watches as the bald man strolls to the center of the room.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS206 	00:49:54,00 --> 00:50:09,50 	someone watches with a smirk.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS208 	00:50:16,00 --> 00:50:23,50 	he lowers his arm arms and turns partway to the conspirator watching him from the corner
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS224 	00:52:59,00 --> 00:53:04,50 	away from his face as he watches someone leave.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS257 	00:59:29,00 --> 00:59:53,50 	someone watches tenderly.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS268 	01:04:41,00 --> 01:04:46,50 	he watches stoically
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS274 	01:05:47,00 --> 01:05:54,50 	lounging in a chair, someone watches her go.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS320 	01:17:28,00 --> 01:17:54,50 	he watches from the floor as she pauses.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS324 	01:19:16,00 --> 01:19:23,50 	we watch someone and his men terrorize.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS348 	01:25:15,00 --> 01:25:35,50 	someone watches her with a furrowed brow, then rides up to meet her.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS422 	01:45:24,00 --> 01:45:34,50 	the lead boy crouches and watches the legionnaires violently rounding up
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS452 	01:52:41,00 --> 01:52:49,50 	beneath the overcast sky, the mourners watch the blaze situated before the ruined stone arch.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS457 	01:53:40,00 --> 01:53:49,50 	someone proudly watches his departure.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS473 	01:57:04,00 --> 01:57:08,50 	we watch the army advance.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS519 	02:09:51,00 --> 02:09:58,50 	the crowd watches as the sheriff uses one hand to steady the decree on the tree trunk.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS524 	02:10:35,00 --> 02:10:45,50 	as high above their heads and watches them pass.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS526 	02:10:55,00 --> 02:10:59,50 	she watches
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS528 	02:11:18,00 --> 02:11:25,50 	someone notices someone watching him and heads toward her.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS124 	00:21:44,00 --> 00:21:50,50 	watching someone, someone coyly nibbles her soda straw.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS186 	00:30:49,00 --> 00:30:55,50 	someone watches her shift giddily then glances away.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS252 	00:39:38,00 --> 00:39:45,50 	from the kitchen counter, someone watches someone and someone return to the balcony.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS254 	00:39:49,00 --> 00:39:55,50 	watching them head upstairs, she grins.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS329 	00:53:28,00 --> 00:53:34,50 	someone watches his mother give someone a hug.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS337 	00:54:53,00 --> 00:55:00,50 	someone watches them.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS369 	00:59:36,00 --> 00:59:43,50 	as he watches her anxiously, she meets his gaze with tearful eyes.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS419 	01:05:06,00 --> 01:05:12,50 	now she snuggles him as they watch a movie on tv.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS434 	01:06:54,00 --> 01:07:01,50 	she stands at the other side of the crosswalk watching him forlornly.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS513 	01:20:31,00 --> 01:20:40,50 	she watches him cross the upper floor then lowers her frustrated gaze and feels her brow with both hands.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS523 	01:21:26,00 --> 01:21:31,50 	someone watches him type.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS548 	01:24:48,00 --> 01:24:53,50 	someone watches her stagger back.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS561 	01:25:31,00 --> 01:25:37,50 	someone watches someone strip out of her cardigan.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS565 	01:25:47,00 --> 01:25:53,50 	someone watches her pick up a book with her teeth and fling it.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS575 	01:26:38,00 --> 01:26:44,50 	someone watches her, his mouth hanging open.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS628 	01:30:56,00 --> 01:31:02,50 	someone watches him approach the foot of the stairs, pause.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS650 	01:32:58,00 --> 01:33:03,50 	they watch the ball head for a green.
SALT.srt 	SALT_DVS27 	00:05:13,00 --> 00:05:21,50 	now in her cubical at rink petroleum, the blonde woman watches an instructional video.
SALT.srt 	SALT_DVS37 	00:07:55,00 --> 00:08:00,50 	someone watches him closely.
SALT.srt 	SALT_DVS147 	00:26:04,00 --> 00:26:15,50 	glancing up, she catches him watching and he quickly looks away.
SALT.srt 	SALT_DVS184 	00:32:06,00 --> 00:32:14,50 	someone smiles, watching the spider pick its way up to a twig housing its web.
SALT.srt 	SALT_DVS232 	00:40:06,00 --> 00:40:12,50 	inside, someone watches a newscast.
SALT.srt 	SALT_DVS258 	00:45:18,00 --> 00:45:43,50 	someone watches him proceed toward the entrance, flanked by a secret service detail.
SALT.srt 	SALT_DVS276 	00:48:34,00 --> 00:48:40,50 	someone watches from a security hub in the sacristy.
SALT.srt 	SALT_DVS333 	00:59:53,00 --> 00:59:57,50 	someone and others watch tv.
SALT.srt 	SALT_DVS358 	01:03:55,00 --> 01:04:03,50 	watching her husband's head thrash, someone struggles to fight back tears welling in her eyes.
SALT.srt 	SALT_DVS404 	01:10:43,00 --> 01:10:49,50 	someone watches her wave the wand over his colleague.
SALT.srt 	SALT_DVS455 	01:18:12,00 --> 01:18:27,50 	at the pentagon, military officials watch a news report.
SALT.srt 	SALT_DVS541 	01:33:11,00 --> 01:33:28,50 	someone looks up at the mysterious woman, who watches him with a steady earnest gaze.
SALT.srt 	SALT_DVS549 	01:34:40,00 --> 01:34:48,50 	someone watches her gravely.
SALT.srt 	SALT_DVS550 	01:34:47,00 --> 01:35:09,50 	swallowing, someone watches someone's finger tap deliberately against his leg.
SALT.srt 	SALT_DVS557 	01:36:13,00 --> 01:36:21,50 	she watches someone's helicopter leaves the potomac and its bordering wetlands.
SANCTUM.srt 	SANCTUM_DVS68 	00:15:12,00 --> 00:15:19,50 	as someone rappels down the vertical wall, someone watches her from above.
SANCTUM.srt 	SANCTUM_DVS83 	00:17:18,00 --> 00:17:22,50 	he watches them go underwater.
SANCTUM.srt 	SANCTUM_DVS107 	00:21:39,00 --> 00:21:51,50 	someone, someone, and someone watch the monitor.
SANCTUM.srt 	SANCTUM_DVS137 	00:29:06,00 --> 00:29:15,50 	someone watches the monitor with a grave look and someone shifts his gaze away.
SANCTUM.srt 	SANCTUM_DVS239 	00:51:08,00 --> 00:51:15,50 	from a distance, we watch the team of divers recede into the murky depths.
SANCTUM.srt 	SANCTUM_DVS343 	01:09:09,00 --> 01:09:19,50 	the others watch him through the oval hole.
SANCTUM.srt 	SANCTUM_DVS421 	01:21:10,00 --> 01:21:22,50 	someone watches his son head to an eye-level cavity in the rock.reaching inside, someone touches a dark, muddy substance, then lifts his fingers to his nose.
SANCTUM.srt 	SANCTUM_DVS497 	01:31:57,00 --> 01:32:02,50 	someone watches them leave.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS195 	00:14:09,00 --> 00:14:17,50 	the girl bites her lip, her eyes filling with tears, and shoots a pleading glance at a stern-faced woman watching them.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS231 	00:16:09,00 --> 00:16:15,50 	a crowd watches as porters carry a sedan chair into their neighborhood.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS360 	00:24:12,00 --> 00:24:18,50 	the two friends walk past townsfolk gathered to watch the procession, then stop at a gateway in a brick wall that encloses the property.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS496 	00:32:15,00 --> 00:32:20,50 	someone watches her disappear down a staircase,
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS534 	00:35:02,00 --> 00:35:07,50 	she watches sympathetically as someone hangs her head.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS567 	00:38:03,00 --> 00:38:10,50 	she watches two men carry a body outside, then lowers her gaze.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS569 	00:38:13,00 --> 00:38:19,50 	bringing a tea pot to the table, someone watches her.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS602 	00:40:09,00 --> 00:40:14,50 	she watches the incineration.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS709 	00:46:41,00 --> 00:46:46,50 	someone watches her hurry down the hall.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS759 	00:50:10,00 --> 00:50:16,50 	someone takes a couple of steps to the side, watching her friend go.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS820 	00:54:34,00 --> 00:54:38,50 	someone watches him.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS845 	00:55:54,00 --> 00:55:58,50 	someone watches them.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS965 	01:02:47,00 --> 01:02:52,50 	now awake, the rest of the family watches gravely.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1031 	01:07:15,00 --> 01:07:20,50 	they watch tv and read magazines.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1226 	01:22:21,00 --> 01:22:27,50 	someone watches her estranged laotong with shining eyes.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1396 	01:34:58,00 --> 01:35:04,50 	watching his wife's laotong with a gentle gaze.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS44 	00:09:10,00 --> 00:09:25,50 	the sorcerer watches closely.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS121 	00:23:47,00 --> 00:23:56,50 	someone rushes up some stairs, then stops on a landing, and watches the wolves advance past the man entering the apartment building.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS192 	00:37:22,00 --> 00:37:29,50 	someone watches him steadily.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS389 	01:21:48,00 --> 01:22:06,50 	we hover behind someone's glass desk as we watch him step into the opulent private office.
SOUL_SURFER.srt 	SOUL_SURFER_DVS69 	00:24:10,00 --> 00:24:15,50 	he watches the doctors step out.
SOUL_SURFER.srt 	SOUL_SURFER_DVS83 	00:27:43,00 --> 00:27:50,50 	her vision blurred, someone watches someone and an emt as they wheel her down a hallway.
SOUL_SURFER.srt 	SOUL_SURFER_DVS110 	00:37:54,00 --> 00:38:00,50 	she share a look, then someone watches the kids head inside.
SOUL_SURFER.srt 	SOUL_SURFER_DVS133 	00:42:09,00 --> 00:42:13,50 	a girl watches nearby.
SOUL_SURFER.srt 	SOUL_SURFER_DVS141 	00:43:17,00 --> 00:43:22,50 	mother steps close watching her.
SOUL_SURFER.srt 	SOUL_SURFER_DVS159 	00:47:02,00 --> 00:47:11,50 	some boys watch excitedly as the bikini-clad someone poses with a pink surfboard for a professional photographer.
SOUL_SURFER.srt 	SOUL_SURFER_DVS179 	00:54:29,00 --> 00:54:33,50 	her brothers watch.
SOUL_SURFER.srt 	SOUL_SURFER_DVS180 	00:54:39,00 --> 00:54:47,50 	as her parents watch, someone lays a short board across the table and starts to lean down.
SOUL_SURFER.srt 	SOUL_SURFER_DVS183 	00:55:44,00 --> 00:55:50,50 	someone turns her head and finds her mother watching compassionately from a few feet away.
SOUL_SURFER.srt 	SOUL_SURFER_DVS189 	00:59:09,00 --> 00:59:14,50 	sitting at a nearby computer, someone turns and watches her.
SOUL_SURFER.srt 	SOUL_SURFER_DVS204 	01:06:46,00 --> 01:06:57,50 	with a disappointed look, someone watches his daughter climb into the truck's extended cab.
SOUL_SURFER.srt 	SOUL_SURFER_DVS206 	01:07:04,00 --> 01:07:17,50 	as someone props her cheek on her hand, someone watches her solemnly.
SOUL_SURFER.srt 	SOUL_SURFER_DVS299 	01:26:03,00 --> 01:26:08,50 	someone stands up to watch someone hook a wave.
SOUL_SURFER.srt 	SOUL_SURFER_DVS319 	01:35:03,00 --> 01:35:08,50 	someone and someone stand close, watching intently.
SPARKLE_2012.srt 	SPARKLE_2012_DVS62 	00:10:59,00 --> 00:11:06,50 	now at the anderson house, the bible study group watches a comedian on the color tv.
SPARKLE_2012.srt 	SPARKLE_2012_DVS105 	00:17:30,00 --> 00:17:37,50 	she removes them and scurries to the window, as someone watches with an amused look.
SPARKLE_2012.srt 	SPARKLE_2012_DVS160 	00:27:31,00 --> 00:27:40,50 	someone turns to watch them.
SPARKLE_2012.srt 	SPARKLE_2012_DVS231 	00:35:54,00 --> 00:36:01,50 	watching sister's hand caress her thigh, someone sips his drink.
SPARKLE_2012.srt 	SPARKLE_2012_DVS233 	00:36:12,00 --> 00:36:20,50 	men in military uniforms watch from the back of the club.
SPARKLE_2012.srt 	SPARKLE_2012_DVS249 	00:38:59,00 --> 00:39:08,50 	watching him go, someone chuckles.
SPARKLE_2012.srt 	SPARKLE_2012_DVS270 	00:41:54,00 --> 00:41:59,50 	watching them tussle, sister grins.
SPARKLE_2012.srt 	SPARKLE_2012_DVS313 	00:52:10,00 --> 00:52:17,50 	they watch sister wind halfway down the wooden staircase with a confident strut.
SPARKLE_2012.srt 	SPARKLE_2012_DVS356 	01:00:11,00 --> 01:00:16,50 	someone watches someone beckon him suggestively.
SPARKLE_2012.srt 	SPARKLE_2012_DVS368 	01:02:48,00 --> 01:02:55,50 	someone watches someone leave with a big smile that fades as she faces someone.
SPARKLE_2012.srt 	SPARKLE_2012_DVS381 	01:04:03,00 --> 01:04:14,50 	her sisters watch her amble up a few stairs in her black mini-dress.
SPARKLE_2012.srt 	SPARKLE_2012_DVS430 	01:11:06,00 --> 01:11:11,50 	as the car pulls away, someone watches it go.
SPARKLE_2012.srt 	SPARKLE_2012_DVS493 	01:19:17,00 --> 01:19:23,50 	someone watches someone try to revive him.
SPARKLE_2012.srt 	SPARKLE_2012_DVS550 	01:30:43,00 --> 01:30:50,50 	the receptionist watches someone take a seat on a long bench across the reception area.
SPARKLE_2012.srt 	SPARKLE_2012_DVS552 	01:30:51,00 --> 01:30:59,50 	on another day, now wearing a pink dress, someone watches a businessman head off for a meeting.
SPARKLE_2012.srt 	SPARKLE_2012_DVS643 	01:46:14,00 --> 01:46:22,50 	in the wings, someone shifts his weight beside someone, who watches with crossed arms.
SUPER_8.srt 	SUPER_8_DVS30 	00:03:46,00 --> 00:03:52,50 	someone watches his father speed off in a police car with its lights flashing.
SUPER_8.srt 	SUPER_8_DVS90 	00:14:41,00 --> 00:14:47,50 	the boys' mouths fall open as they watch nearby.
SUPER_8.srt 	SUPER_8_DVS157 	00:24:42,00 --> 00:24:51,50 	wearing an air force uniform with the name tag someone on the chest a commander in a beret watches someone's car drive away.
SUPER_8.srt 	SUPER_8_DVS166 	00:26:14,00 --> 00:26:20,50 	someone stands on the sidewalk and watches her go.
SUPER_8.srt 	SUPER_8_DVS175 	00:27:33,00 --> 00:27:39,50 	someone sits beside someone who watches a television news program.
SUPER_8.srt 	SUPER_8_DVS289 	00:51:47,00 --> 00:51:53,50 	from the car, someone watches his father return to the colonel who extends his hand.
SUPER_8.srt 	SUPER_8_DVS436 	01:18:16,00 --> 01:18:21,50 	someone watches the bus pull away in his rearview mirror.
SUPER_8.srt 	SUPER_8_DVS480 	01:23:03,00 --> 01:23:09,50 	everyone turns and watches the creature reach for the driver and crush him.
SUPER_8.srt 	SUPER_8_DVS494 	01:24:23,00 --> 01:24:29,50 	outside, the boys watches the creature climbs out of the bus and runs off.
SUPER_8.srt 	SUPER_8_DVS556 	01:33:12,00 --> 01:33:18,50 	someone runs around to the other side of the chamber and watches the creature.
SUPER_8.srt 	SUPER_8_DVS621 	01:41:00,00 --> 01:41:06,50 	the soldiers watch the fully formed ship as it prepares to fly away.
SUPER_8.srt 	SUPER_8_DVS638 	01:42:52,00 --> 01:42:58,50 	someone and someone stand side by side and watch the ship fly off.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS37 	00:04:27,00 --> 00:04:32,50 	the dog, snowy, sits and watches the crowd.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS137 	00:21:15,00 --> 00:21:19,50 	twin inspectors watch someone.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS552 	01:17:20,00 --> 01:17:25,50 	someone salaad watches someone through thick eyeglasses.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS87 	00:19:48,00 --> 00:20:02,50 	someone and someone peer around the nose of a truck and watch him enter a coffee shop called, the cup & saucer.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS89 	00:20:08,00 --> 00:20:13,50 	someone watches his stepfather do paperwork.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS101 	00:24:23,00 --> 00:24:32,50 	watching her go, someone smiles to himself.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS134 	00:29:55,00 --> 00:30:03,50 	someone watches his frustrated stepfather set one page aside and grab another.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS149 	00:32:26,00 --> 00:32:31,50 	someone grins as she watches him.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS150 	00:32:31,00 --> 00:32:38,50 	someone smiles and watches her dance ecstatically with her eyes closed.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS153 	00:32:53,00 --> 00:33:01,50 	someone watches him go, then turns her attention back to someone as she dances with him joyfully.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS159 	00:33:41,00 --> 00:33:46,50 	someone watches her go.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS179 	00:36:04,00 --> 00:36:19,50 	he flops back on it, then watches as she spreads the comforter over him.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS190 	00:36:56,00 --> 00:37:04,50 	shifting his head on the pillow, he turns to someone and watches her sleep.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS203 	00:38:45,00 --> 00:39:04,50 	slowing his pace, he watches his stepfather grab a newspaper off the top of a trash can then cross the street.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS332 	01:04:23,00 --> 01:04:45,50 	as he heads off, vivian watches him fondly.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS339 	01:06:17,00 --> 01:06:53,50 	someone wakes up in his bed and watches him deliberately stub out a lit cigarette near the bottom corner of the canvas.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS32 	00:04:44,00 --> 00:04:55,50 	as she heads to her desk, a mustached man watches her shapely bottom.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS146 	00:28:19,00 --> 00:28:27,50 	someone watches helplessly.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS430 	01:20:59,00 --> 01:21:11,50 	she watches as someone blows out more candles.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS447 	01:22:50,00 --> 01:22:56,50 	he watches as it disappears around a corner.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS502 	01:30:51,00 --> 01:30:57,50 	someone watches someone with her captors and hangs up.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS506 	01:31:17,00 --> 01:31:25,50 	across the club, someone watches the thugs unnoticed.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS527 	01:36:32,00 --> 01:36:39,50 	they lock gazes then watch someone enter the depository.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS548 	01:38:57,00 --> 01:39:04,50 	someone hides at the end of one unit and watches someone creeping by.
THE_CALL.srt 	THE_CALL_DVS136 	00:11:13,00 --> 00:11:18,50 	someone's boss watches her from across the room.
THE_CALL.srt 	THE_CALL_DVS191 	00:15:24,00 --> 00:15:32,50 	on a large monitor, she watches aerial news footage of investigators unearthing a corpse.
THE_CALL.srt 	THE_CALL_DVS259 	00:21:56,00 --> 00:22:02,50 	from behind a pillar, we watch her put her purse on her shoulder and collect a few shopping bags.
THE_CALL.srt 	THE_CALL_DVS493 	00:38:02,00 --> 00:38:09,50 	glancing over, the suited driver watches the mysterious man as the light turns.
THE_CALL.srt 	THE_CALL_DVS526 	00:40:42,00 --> 00:40:49,50 	adjusting the side mirror, he watches the kidnapper aggressively dig at something in the trunk.
THE_CALL.srt 	THE_CALL_DVS752 	00:56:49,00 --> 00:56:56,50 	from the other side of a grimy window lined with figurines, we watch the car slow to a stop.
THE_CALL.srt 	THE_CALL_DVS753 	00:56:56,00 --> 00:57:04,50 	through the window, we watch the killer pull someone out.
THE_CALL.srt 	THE_CALL_DVS766 	00:57:59,00 --> 00:58:06,50 	at the hive, someone listens to another phone and watches someone.
THE_CALL.srt 	THE_CALL_DVS824 	01:02:20,00 --> 01:02:26,50 	as someone leaves her workstation, someone watches her go.
THE_CALL.srt 	THE_CALL_DVS910 	01:10:02,00 --> 01:10:08,50 	from behind the door, we watch as she moves the flashlight across the mantle.
THE_CALL.srt 	THE_CALL_DVS1011 	01:17:28,00 --> 01:17:35,50 	she watches someone tensely through the thin crack between the hinges.
THE_CALL.srt 	THE_CALL_DVS1028 	01:18:27,00 --> 01:18:34,50 	she watches him press his face into the hair and inhale deeply.
THE_CALL.srt 	THE_CALL_DVS1124 	01:24:46,00 --> 01:24:54,50 	someone watches nervously as he grips the scissor handle and slowly yanks the instrument out of his body.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS31 	00:06:05,00 --> 00:06:13,50 	the mother leads them into a sprawling cluttered living room where a chubby pre-teen girl watches tv.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS75 	00:14:51,00 --> 00:14:56,50 	someone squints in the sunlight as he watches.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS80 	00:15:01,00 --> 00:15:07,50 	now in a club restaurant, someone watches her fondly.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS154 	00:25:56,00 --> 00:26:02,50 	her father watches her go with a heavy gaze.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS190 	00:30:17,00 --> 00:30:25,50 	through a window in a cluttered kitchen, we watch him arrive at a door where he lets himself in.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS239 	00:37:57,00 --> 00:38:07,50 	wearing a white tee tucked into his khaki shorts, he keeps his back to someone, someone, and someone, who watch him halt on the grass.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS348 	00:53:43,00 --> 00:53:49,50 	he waves to the last departing car as he watches it drive off.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS460 	01:08:40,00 --> 01:08:47,50 	someone pauses, watching him run toward a gate-like gap in the greenery.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS482 	01:10:05,00 --> 01:10:13,50 	as someone watches her, he shoots frequent glances over his shoulder toward someone's rental.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS495 	01:10:58,00 --> 01:11:04,50 	in her sweater and black bikini bottoms, she watches her boys at play.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS501 	01:12:05,00 --> 01:12:11,50 	watching her, someone adopts a breezy demeanor.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS504 	01:12:42,00 --> 01:12:50,50 	someone's smile fades and she watches him with a furrowed brow.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS594 	01:27:51,00 --> 01:27:58,50 	the bereaved little girl watches the woman leave with dr.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS624 	01:31:24,00 --> 01:31:30,50 	the onlookers watch him whisper "i love you".
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS693 	01:38:02,00 --> 01:38:06,50 	they all watch him expectantly.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS695 	01:38:10,00 --> 01:38:14,50 	as he watches his family.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS781 	01:46:28,00 --> 01:46:33,50 	someone watches his daughter from across the boat, wearing a lei of autumn colors.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS787 	01:46:48,00 --> 01:46:55,50 	someone watches her sister pour the scoop of ashes into the water.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS793 	01:47:10,00 --> 01:47:16,50 	the girls watch as he holds the container over the side of the boat
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS797 	01:47:26,00 --> 01:47:30,50 	someone watches the ashes mix with the water, then glances at his daughters.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS800 	01:47:40,00 --> 01:47:47,50 	they watch their leis floating beside the boat, bobbing on the surface.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS825 	01:49:24,00 --> 01:49:29,50 	as the trio watch the movie together,
